PATH,PATH_WITHOUT_REVISION,PART_NUMBER,REVISION,PRODUCT_NAME,PRODUCTION_STATE,INDENT_LEVEL,UOM,TRACKING,IS_CONSUMABLE_STORABLE,PARENT_BOM,PARENT_REVISION,TOP_LEVEL_BOM,TOP_LEVEL_REVISION,QUANTITY,PROCUREMENT_INTENT,ADJUSTED_QUANTITY,ADJUSTED_PROCUREMENT_INTENT,GLOBAL_ALTERNATE_PART_NUMBERS,SUBSTITUTE_PART_NUMBERS,Supply Plan and On-Hand Alternates,Latest PO,Latest Supplier,Latest PO Creation Date,Product,Variant,System,Subsystem,Gross Demand for BOM Line in past 8 weeks,Net Total Demand for Part Number in past 8 weeks,Current Week Realized Demand Consumption (each),Gross Demand for BOM Line in next 8 weeks,Net Total Demand for Part Number in next 8 weeks,"Quantity Received, 8-Week Rolling Average (each)","Quantity Received, Average Since Last Receipt (each)",Current On-Hand Quantity (each),On Hand Delta to Current Week Demand (each),Current Quarantine Quantity (each),Current Week Realized Supply (each),"Total Supply Plan, next 8 weeks (each)","Average Supply Plan, next 8 weeks (each)","Quantity Received, 8-Week Rolling Average (each) with alternates","Quantity Received, Average Since Last Receipt (each) with alternates",Current On-Hand Quantity (each) with alternates,Current Quarantine Quantity (each) with alternates,Current Week Realized Supply (each) with alternates,"Total Supply Plan, next 8 weeks (each) with alternates","Average Supply Plan, next 8 weeks (each) with alternates",On Hand Inventory Status,Supply Plan Status,Avg Shipments Status
|30000-001|U|31920-003|A|23021-004|A|26983-001|C|26982-002|C|,|30000-001|31920-003|23021-004|26983-001|26982-002|,26982-002,C,"GASKET ASSY, HEATSINK, SOM HOUSING ASSY, BRAIN, DROID, P2",Commercial Operations,4,Unit,,False,26983-001,C,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|26983-001|C|32183-001|B|,|30000-001|31920-003|23021-004|26983-001|32183-001|,32183-001,B,"SOM HOUSING, BRAIN, DROID, P2",Commercial Operations,4,Unit,,False,26983-001,C,30000-001,U,1.0,buy,1.0,supplier_buy,,,,101802,SUNPE LIMITED,2025-09-26 10:29:47.822095,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|27928-001|B|,|30000-001|31920-003|23021-004|27928-001|,27928-001,B,"SCREW, M2.5 X 4 BHCS",Commercial Operations,3,Unit,,False,23021-004,A,30000-001,U,2.0,buy,2.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,624.0,1728.0,0.0,750.0,1560.0,0.0,0.0,0.0,-216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|30460-001|A|,|30000-001|31920-003|23021-004|30460-001|,30460-001,A,"STEREO LENS, BRAIN, DROID, P2",Commercial Operations,3,Unit,,False,23021-004,A,30000-001,U,2.0,buy,2.0,supplier_buy,,,,103498,"Xiamen Leading Optics Co., Ltd.",2026-01-26 09:16:24.007169,Droid,Droid EV2,Brain,Brain,624.0,624.0,0.0,750.0,750.0,0.0,0.0,0.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32180-002|C|,|30000-001|31920-003|23021-004|32180-002|,32180-002,C,"SOM ASSY, BRAIN, DROID P2",Commercial Operations,3,Unit,,False,23021-004,A,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32180-002|C|23010-003|E|,|30000-001|31920-003|23021-004|32180-002|23010-003|,23010-003,E,"HEATSINK, SOM ASSY, BRAIN, DROID, P2",Commercial Operations,4,Unit,,False,32180-002,C,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32180-002|C|26406-000|A|,|30000-001|31920-003|23021-004|32180-002|26406-000|,26406-000,A,"COTS, MOUNT TO SOM ALIGNMENT SPRING, FLIGHT COMPUTER, ZIP, P2",Commercial Operations,4,Unit,,False,32180-002,C,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,552.0,0.0,375.0,405.0,0.0,0.0,0.0,-69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32180-002|C|32403-001|B|,|30000-001|31920-003|23021-004|32180-002|32403-001|,32403-001,B,"HEATSINK SCREW, M2, BRAIN, DROID, P2",Commercial Operations,4,Unit,,False,32180-002,C,30000-001,U,4.0,buy,4.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,1248.0,2208.0,0.0,1500.0,1620.0,0.0,0.0,0.0,-276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32180-002|C|41797-000|A|,|30000-001|31920-003|23021-004|32180-002|41797-000|,41797-000,A,"TFLEX CR900, SOM HEATSINK, BRAIN, DROID, P2",Commercial Operations,4,Unit,,False,32180-002,C,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32180-002|C|41799-000|A|,|30000-001|31920-003|23021-004|32180-002|41799-000|,41799-000,A,"TGEL 600, SOM HEATSINK, BRAIN, DROID, P2",Commercial Operations,4,Unit,,False,32180-002,C,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32180-002|C|41823-000|A|,|30000-001|31920-003|23021-004|32180-002|41823-000|,41823-000,A,"SOM, COMPUTE, COATED, DROID, P2",Commercial Operations,4,Unit,,False,32180-002,C,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32180-002|C|41823-000|A|28844-000|A|,|30000-001|31920-003|23021-004|32180-002|41823-000|28844-000|,28844-000,A,"SOM, COMPUTE, ZIP, P2",Commercial Operations,5,Unit,,False,41823-000,A,30000-001,U,1.0,buy,1.0,supplier_buy,,,,103898,"Arrow Electronics, Inc.",2026-02-17 10:51:29.269820,Droid,Droid EV2,Brain,Brain,312.0,432.0,0.0,375.0,390.0,4.5,0.0079365,315.0,261.0,0.0,0.0,0.0,0.0,4.5,0.0079365,315.0,0.0,36.0,-36.0,-4.5,>= 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32181-001|B|,|30000-001|31920-003|23021-004|32181-001|,32181-001,B,"LENS HOLDER ASSY, BRAIN, DROID, P2",Commercial Operations,3,Unit,,False,23021-004,A,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32181-001|B|01329-000|A|,|30000-001|31920-003|23021-004|32181-001|01329-000|,01329-000,A,GORE VENT,Commercial Operations,4,Unit,,True,32181-001,B,30000-001,U,1.0,buy,1.0,supplier_buy,,,,102345,Sealing Devices Inc,2025-11-06 14:12:17.572781,Droid,Droid EV2,Brain,Brain,312.0,2160.0,0.0,375.0,1950.0,0.0,0.034074074074074076,1364.0,1094.0,0.0,0.0,0.0,0.0,0.0,0.034074074074074076,1364.0,0.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32181-001|B|23004-002|D|,|30000-001|31920-003|23021-004|32181-001|23004-002|,23004-002,D,"LENS HOLDER, BRAIN, DROID, P2",Commercial Operations,4,Unit,,False,32181-001,B,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32181-001|B|27883-001|C|,|30000-001|31920-003|23021-004|32181-001|27883-001|,27883-001,C,"PCBA, DAUGHTERBOARD, DROID, P2",Commercial Operations,4,Unit,,False,32181-001,B,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32181-001|B|27883-001|C|27882-001|C|,|30000-001|31920-003|23021-004|32181-001|27883-001|27882-001|,27882-001,C,"PCB, DAUGHTERBOARD, DROID, P2",Commercial Operations,5,Unit,,False,27883-001,C,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32181-001|B|27928-001|B|,|30000-001|31920-003|23021-004|32181-001|27928-001|,27928-001,B,"SCREW, M2.5 X 4 BHCS",Commercial Operations,4,Unit,,False,32181-001,B,30000-001,U,2.0,buy,2.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,624.0,1728.0,0.0,750.0,1560.0,0.0,0.0,0.0,-216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32182-002|A|,|30000-001|31920-003|23021-004|32182-002|,32182-002,A,"BRAIN BOARD, COATED, DROID, P2",Commercial Operations,3,Unit,serial,False,23021-004,A,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32182-002|A|0109923-000|A|,|30000-001|31920-003|23021-004|32182-002|0109923-000|,0109923-000,A,"COTS, COATING, ELPEGUARD TWIN-CURE DSL E-FLZ/75",Commercial Operations,4,Unit,,False,32182-002,A,30000-001,U,1.0,child_buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32182-002|A|0109925-000|A|,|30000-001|31920-003|23021-004|32182-002|0109925-000|,0109925-000,A,"COTS, DAM, ELPEGUARD SL 1307 FLZ-T",Commercial Operations,4,Unit,,False,32182-002,A,30000-001,U,1.0,child_buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32182-002|A|23011-002|E|,|30000-001|31920-003|23021-004|32182-002|23011-002|,23011-002,E,"PCBA, DROID BRAIN",Commercial Operations,4,Unit,,False,32182-002,A,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32182-002|A|23011-002|E|25341-002|E|,|30000-001|31920-003|23021-004|32182-002|23011-002|25341-002|,25341-002,E,"PCB, BRAIN, DROID, P2",Commercial Operations,5,Unit,,False,23011-002,E,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32603-001|B|,|30000-001|31920-003|23021-004|32603-001|,32603-001,B,"F2F CONNECTION BACKER, BRAIN, DROID, P2",Commercial Operations,3,Unit,,False,23021-004,A,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32603-001|B|32601-000|A|,|30000-001|31920-003|23021-004|32603-001|32601-000|,32601-000,A,"PEM CARRIER, BRAIN, DROID, P2",Commercial Operations,4,Unit,,False,32603-001,B,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32603-001|B|32602-001|B|,|30000-001|31920-003|23021-004|32603-001|32602-001|,32602-001,B,"PEM CARRIER BACKING, BRAIN, DROID, P2",Commercial Operations,4,Unit,,False,32603-001,B,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32611-000|A|,|30000-001|31920-003|23021-004|32611-000|,32611-000,A,"LENS HOLDER EPOXY, BRAIN, DROID, P2",Commercial Operations,3,Unit,,False,23021-004,A,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32612-000|A|,|30000-001|31920-003|23021-004|32612-000|,32612-000,A,"DELO OB6789, ACTIVE ALIGNMENT ASSY, BRAIN, DROID, P2",Commercial Operations,3,Unit,,False,23021-004,A,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32676-000|A|,|30000-001|31920-003|23021-004|32676-000|,32676-000,A,"ANTENNA COVER, BRAIN, DROID, P2",Commercial Operations,3,Unit,,False,23021-004,A,30000-001,U,2.0,buy,2.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,624.0,624.0,0.0,750.0,750.0,0.0,0.0,0.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32806-001|B|,|30000-001|31920-003|23021-004|32806-001|,32806-001,B,"SCREW TRAP ASSY, LENS HOLDER, BRAIN, DROID, P2",Commercial Operations,3,Unit,,False,23021-004,A,30000-001,U,2.0,buy,2.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,624.0,624.0,0.0,750.0,750.0,0.0,0.0,0.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32806-001|B|32706-000|A|,|30000-001|31920-003|23021-004|32806-001|32706-000|,32706-000,A,"SCREW TRAP, LENS HOLDER ASY, BRAIN, DROID, P2",Commercial Operations,4,Unit,,False,32806-001,B,30000-001,U,1.0,buy,2.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,624.0,624.0,0.0,750.0,750.0,0.0,0.0,0.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|32806-001|B|32889-001|B|,|30000-001|31920-003|23021-004|32806-001|32889-001|,32889-001,B,"VHB SCREW TRAP, LENS HOLDER ASY, BRAIN, DROID, P2",Commercial Operations,4,Unit,,False,32806-001,B,30000-001,U,1.0,buy,2.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,624.0,624.0,0.0,750.0,750.0,0.0,0.0,0.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|40028-000|A|,|30000-001|31920-003|23021-004|40028-000|,40028-000,A,"LUBRICANT NYOGEL 760G, FLIGHT COMPUTER, ZIP, P2",Commercial Operations,3,Unit,,True,23021-004,A,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,976.0000000000001,0.0,375.0,1207.0,0.875,0.20408157142857145,0.0,-125.0,0.0,0.0,0.0,0.0,0.875,0.20408157142857145,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|42231-000|A|,|30000-001|31920-003|23021-004|42231-000|,42231-000,A,"POTTING, HUMISEAL UV20, DROID, P2",Commercial Operations,3,Unit,,False,23021-004,A,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|23021-004|A|42284-000|A|,|30000-001|31920-003|23021-004|42284-000|,42284-000,A,"DEBUG VHB COVER, BRAIN PCBA, DROID, P2",Commercial Operations,3,Unit,,False,23021-004,A,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|28256-000|A|,|30000-001|31920-003|28256-000|,28256-000,A,"M2.5 X 3MM, SS, BUTTON HEAD, COTS",Commercial Operations,2,Unit,,True,31920-003,A,30000-001,U,2.0,buy,2.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,624.0,864.0,0.0,750.0,780.0,0.0,0.013541666666666667,960.0,852.0,0.0,0.0,0.0,0.0,0.0,0.013541666666666667,960.0,0.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|30331-001|C|,|30000-001|31920-003|30331-001|,30331-001,C,"CHIL BOARD, COATED, BRAIN, DROID, P2",Commercial Operations,2,Unit,serial,False,31920-003,A,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|30331-001|C|00785-000|D|,|30000-001|31920-003|30331-001|00785-000|,00785-000,D,"SCREW, M2.5 X 6MM, BHS",Commercial Operations,3,Unit,,True,30331-001,C,30000-001,U,2.0,buy,2.0,supplier_buy,,,,104877,"Unisteel Technology (China) Co., Ltd",2026-04-13 15:57:47.774449,Droid,Droid EV2,Brain,Brain,624.0,46452.00000000001,7476.0,750.0,69120.0,8750.0,8.571428571428571e-05,120955.0,121456.0,0.0,0.0,0.0,0.0,8750.0,8.571428571428571e-05,120955.0,0.0,0.0,0.0,0.0,>= 3 weeks of demand,< 50% of total demand next 8 weeks,>= 100% of total demand past 8 weeks
|30000-001|U|31920-003|A|30331-001|C|30330-000|D|,|30000-001|31920-003|30331-001|30330-000|,30330-000,D,"CHILL BOARD, PCBA, BRAIN, DROID, P2",Commercial Operations,3,Unit,,False,30331-001,C,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|30331-001|C|30330-000|D|30329-000|C|,|30000-001|31920-003|30331-001|30330-000|30329-000|,30329-000,C,"CHILL BOARD, PCB, BRAIN, DROID, P2",Commercial Operations,4,Unit,,False,30330-000,D,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|30331-001|C|31093-001|B|,|30000-001|31920-003|30331-001|31093-001|,31093-001,B,"CHARGER HOTBAR FLEX HARNESS, DROID, P2",Commercial Operations,3,Unit,,False,30331-001,C,30000-001,U,1.0,buy,1.0,supplier_buy,,,,100267,"AlteraFlex Circuits, Inc",2025-05-16 10:27:18.080930,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|30331-001|C|31093-001|B|08822-000|A|,|30000-001|31920-003|30331-001|31093-001|08822-000|,08822-000,A,"COTS, ADHESIVE, DP460 NS OFF-WHITE, EPOXY",Commercial Operations,4,Unit,lot,True,31093-001,B,30000-001,U,1.0,buy,1.0,supplier_buy,,,,102352,Ellsworth Adhesives,2025-11-07 08:25:49.380180,Droid,Droid EV2,Brain,Brain,312.0,2080.0,0.0,375.0,2017.0000000000002,0.0,0.27714286,80.0,-183.0,0.0,0.0,0.0,0.0,0.0,0.27714286,80.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|30331-001|C|31093-001|B|31092-001|C|,|30000-001|31920-003|30331-001|31093-001|31092-001|,31092-001,C,"FLEX PCBA, CHARGER HOTBAR FLEX HARNESS, DROID, P2",Commercial Operations,4,Unit,,False,31093-001,B,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
|30000-001|U|31920-003|A|30331-001|C|31093-001|B|31092-001|C|31091-001|C|,|30000-001|31920-003|30331-001|31093-001|31092-001|31091-001|,31091-001,C,"BARE FLEX, CHARGER HOTBAR FLEX HARNESS, DROID, P2",Commercial Operations,5,Unit,,False,31092-001,C,30000-001,U,1.0,buy,1.0,supplier_buy,,,,,,,Droid,Droid EV2,Brain,Brain,312.0,312.0,0.0,375.0,375.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,< 1 week of demand,< 50% of total demand next 8 weeks,< 50% of total demand past 8 weeks
